"","indicator","group","state","subgroup","phase","time_period","time_period_label","time_period_start_date","time_period_end_date","value","lowci","highci","confidence_interval","quartile_range"
"220","Symptoms of Depressive Disorder","By Sex","United States","Female","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.8","24.7","27","24.7 - 27.0",NA
"221","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.9","24.4","31.6","24.4 - 31.6",NA
"222","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","22.5","21.6","23.4","21.6 - 23.4",NA
"223","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.7","23.8","31.9","23.8 - 31.9",NA
"224","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","19.5","15.4","24.3","15.4 - 24.3",NA
"225","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","33","28.6","37.7","28.6 - 37.7",NA
"226","Symptoms of Depressive Disorder","By Education","United States","Less than a high school diploma","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31.4","25.9","37.3","25.9 - 37.3",NA
"227","Symptoms of Depressive Disorder","By Education","United States","High school diploma or GED","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.1","24.9","29.4","24.9 - 29.4",NA
"228","Symptoms of Depressive Disorder","By Education","United States","Some college/Associate's degree","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.5","25","28.1","25.0 - 28.1",NA
"229","Symptoms of Depressive Disorder","By Education","United States","Bachelor's degree or higher","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","17.2","16","18.3","16.0 - 18.3",NA
"230","Symptoms of Depressive Disorder","By State","Alabama","Alabama","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","22.5","16.4","29.5","16.4 - 29.5","20.7 - 23.0"
"231","Symptoms of Depressive Disorder","By State","Alaska","Alaska","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.1","20.3","30.4","20.3 - 30.4","23.1 - 25.6"
"232","Symptoms of Depressive Disorder","By State","Arizona","Arizona","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.3","19.7","31.7","19.7 - 31.7","23.1 - 25.6"
"233","Symptoms of Depressive Disorder","By State","Arkansas","Arkansas","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","24.5","19.2","30.5","19.2 - 30.5","23.1 - 25.6"
"234","Symptoms of Depressive Disorder","By State","California","California","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","22.8","19.2","26.8","19.2 - 26.8","20.7 - 23.0"
"235","Symptoms of Depressive Disorder","By State","Colorado","Colorado","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","23.6","17.8","30.2","17.8 - 30.2","23.1 - 25.6"
"236","Symptoms of Depressive Disorder","By State","Connecticut","Connecticut","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","21.5","16.2","27.6","16.2 - 27.6","20.7 - 23.0"
"237","Symptoms of Depressive Disorder","By State","Delaware","Delaware","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","23.3","18.3","28.9","18.3 - 28.9","23.1 - 25.6"
"238","Symptoms of Depressive Disorder","By State","District of Columbia","District of Columbia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","30.3","22.8","38.6","22.8 - 38.6","25.7 - 35.5"
"239","Symptoms of Depressive Disorder","By State","Florida","Florida","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","24.8","20","30","20.0 - 30.0","23.1 - 25.6"
"240","Symptoms of Depressive Disorder","By State","Georgia","Georgia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.6","20.7","30.9","20.7 - 30.9","23.1 - 25.6"
"241","Symptoms of Depressive Disorder","By State","Hawaii","Hawaii","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","16.8","12.1","22.4","12.1 - 22.4","16.7 - 20.6"
"242","Symptoms of Depressive Disorder","By State","Idaho","Idaho","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","17","13.2","21.5","13.2 - 21.5","16.7 - 20.6"
"243","Symptoms of Depressive Disorder","By State","Illinois","Illinois","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.2","25.2","33.5","25.2 - 33.5","25.7 - 35.5"
"244","Symptoms of Depressive Disorder","By State","Indiana","Indiana","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","19.9","14.8","25.8","14.8 - 25.8","16.7 - 20.6"
"245","Symptoms of Depressive Disorder","By State","Iowa","Iowa","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","18.1","12.9","24.2","12.9 - 24.2","16.7 - 20.6"
"246","Symptoms of Depressive Disorder","By State","Kansas","Kansas","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","16.7","12.8","21.2","12.8 - 21.2","16.7 - 20.6"
"247","Symptoms of Depressive Disorder","By State","Kentucky","Kentucky","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.6","19.8","32.2","19.8 - 32.2","23.1 - 25.6"
"248","Symptoms of Depressive Disorder","By State","Louisiana","Louisiana","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","30","23.2","37.5","23.2 - 37.5","25.7 - 35.5"
"249","Symptoms of Depressive Disorder","By State","Maine","Maine","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","17.1","12.2","23","12.2 - 23.0","16.7 - 20.6"
"250","Symptoms of Depressive Disorder","By State","Maryland","Maryland","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","24.6","18.3","31.8","18.3 - 31.8","23.1 - 25.6"
"251","Symptoms of Depressive Disorder","By State","Massachusetts","Massachusetts","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","18.9","15.2","23","15.2 - 23.0","16.7 - 20.6"
"252","Symptoms of Depressive Disorder","By State","Michigan","Michigan","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","23.4","18.8","28.4","18.8 - 28.4","23.1 - 25.6"
"253","Symptoms of Depressive Disorder","By State","Minnesota","Minnesota","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","18.4","13.8","23.9","13.8 - 23.9","16.7 - 20.6"
"254","Symptoms of Depressive Disorder","By State","Mississippi","Mississippi","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","35.5","27.5","44.1","27.5 - 44.1","25.7 - 35.5"
"255","Symptoms of Depressive Disorder","By State","Missouri","Missouri","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","24.1","18.5","30.5","18.5 - 30.5","23.1 - 25.6"
"256","Symptoms of Depressive Disorder","By State","Montana","Montana","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","20.8","14.7","28.2","14.7 - 28.2","20.7 - 23.0"
"257","Symptoms of Depressive Disorder","By State","Nebraska","Nebraska","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","21.6","15.4","28.9","15.4 - 28.9","20.7 - 23.0"
"258","Symptoms of Depressive Disorder","By State","Nevada","Nevada","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31.2","25.4","37.5","25.4 - 37.5","25.7 - 35.5"
"259","Symptoms of Depressive Disorder","By State","New Hampshire","New Hampshire","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","23.3","18.2","28.9","18.2 - 28.9","23.1 - 25.6"
"260","Symptoms of Depressive Disorder","By State","New Jersey","New Jersey","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.4","20.3","33.2","20.3 - 33.2","25.7 - 35.5"
"261","Symptoms of Depressive Disorder","By State","New Mexico","New Mexico","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29","20.8","38.3","20.8 - 38.3","25.7 - 35.5"
"262","Symptoms of Depressive Disorder","By State","New York","New York","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.2","24.2","34.6","24.2 - 34.6","25.7 - 35.5"
"263","Symptoms of Depressive Disorder","By State","North Carolina","North Carolina","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","20.2","15.6","25.5","15.6 - 25.5","16.7 - 20.6"
"264","Symptoms of Depressive Disorder","By State","North Dakota","North Dakota","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","20.2","13.9","27.9","13.9 - 27.9","16.7 - 20.6"
"265","Symptoms of Depressive Disorder","By State","Ohio","Ohio","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.4","21.3","32.1","21.3 - 32.1","25.7 - 35.5"
"266","Symptoms of Depressive Disorder","By State","Oklahoma","Oklahoma","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","20.7","15.4","26.9","15.4 - 26.9","20.7 - 23.0"
"267","Symptoms of Depressive Disorder","By State","Oregon","Oregon","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","17.8","13.7","22.6","13.7 - 22.6","16.7 - 20.6"
"268","Symptoms of Depressive Disorder","By State","Pennsylvania","Pennsylvania","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","23","18.8","27.8","18.8 - 27.8","20.7 - 23.0"
"269","Symptoms of Depressive Disorder","By State","Rhode Island","Rhode Island","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","22.8","15.3","31.9","15.3 - 31.9","20.7 - 23.0"
"270","Symptoms of Depressive Disorder","By State","South Carolina","South Carolina","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.6","20.6","31.1","20.6 - 31.1","23.1 - 25.6"
"271","Symptoms of Depressive Disorder","By State","South Dakota","South Dakota","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","20.5","13.5","29.2","13.5 - 29.2","16.7 - 20.6"
"272","Symptoms of Depressive Disorder","By State","Tennessee","Tennessee","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","21.7","15.2","29.5","15.2 - 29.5","20.7 - 23.0"
"273","Symptoms of Depressive Disorder","By State","Texas","Texas","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.7","21.8","30","21.8 - 30.0","25.7 - 35.5"
"274","Symptoms of Depressive Disorder","By State","Utah","Utah","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","22.6","17.9","27.8","17.9 - 27.8","20.7 - 23.0"
"275","Symptoms of Depressive Disorder","By State","Vermont","Vermont","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.8","20.4","34.1","20.4 - 34.1","25.7 - 35.5"
"276","Symptoms of Depressive Disorder","By State","Virginia","Virginia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","20.6","16.4","25.4","16.4 - 25.4","16.7 - 20.6"
"277","Symptoms of Depressive Disorder","By State","Washington","Washington","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","22.9","19.4","26.6","19.4 - 26.6","20.7 - 23.0"
"278","Symptoms of Depressive Disorder","By State","West Virginia","West Virginia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31.8","24.7","39.7","24.7 - 39.7","25.7 - 35.5"
"279","Symptoms of Depressive Disorder","By State","Wisconsin","Wisconsin","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","22.9","17.2","29.5","17.2 - 29.5","20.7 - 23.0"
"280","Symptoms of Depressive Disorder","By State","Wyoming","Wyoming","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","18.6","11","28.5","11.0 - 28.5","16.7 - 20.6"
"281","Symptoms of Anxiety Disorder","National Estimate","United States","United States","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","30","28.9","31","28.9 - 31.0",NA
"282","Symptoms of Anxiety Disorder","By Age","United States","18 - 29 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","42","38.3","45.7","38.3 - 45.7",NA
"283","Symptoms of Anxiety Disorder","By Age","United States","30 - 39 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","34.3","32.6","36.1","32.6 - 36.1",NA
"284","Symptoms of Anxiety Disorder","By Age","United States","40 - 49 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31.9","29.3","34.6","29.3 - 34.6",NA
"285","Symptoms of Anxiety Disorder","By Age","United States","50 - 59 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31.3","29","33.7","29.0 - 33.7",NA
"286","Symptoms of Anxiety Disorder","By Age","United States","60 - 69 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","22","19.8","24.3","19.8 - 24.3",NA
"287","Symptoms of Anxiety Disorder","By Age","United States","70 - 79 years","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","16.4","14.5","18.5","14.5 - 18.5",NA
"288","Symptoms of Anxiety Disorder","By Age","United States","80 years and above","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","11","8.2","14.3","8.2 - 14.3",NA
"289","Symptoms of Anxiety Disorder","By Sex","United States","Male","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.7","24.9","28.5","24.9 - 28.5",NA
"290","Symptoms of Anxiety Disorder","By Sex","United States","Female","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","33.1","32","34.2","32.0 - 34.2",NA
"291","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","36.2","32.6","39.9","32.6 - 39.9",NA
"292","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.8","26.8","28.7","26.8 - 28.7",NA
"293","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","33","29.3","37","29.3 - 37.0",NA
"294","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.3","22.3","30.7","22.3 - 30.7",NA
"295","Symptoms of Anxiety Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","38.9","34.1","43.9","34.1 - 43.9",NA
"296","Symptoms of Anxiety Disorder","By Education","United States","Less than a high school diploma","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","36.6","30.2","43.4","30.2 - 43.4",NA
"297","Symptoms of Anxiety Disorder","By Education","United States","High school diploma or GED","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","32.8","30.4","35.3","30.4 - 35.3",NA
"298","Symptoms of Anxiety Disorder","By Education","United States","Some college/Associate's degree","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31.5","29.7","33.3","29.7 - 33.3",NA
"299","Symptoms of Anxiety Disorder","By Education","United States","Bachelor's degree or higher","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","24.2","23.1","25.4","23.1 - 25.4",NA
"300","Symptoms of Anxiety Disorder","By State","Alabama","Alabama","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.2","21.1","34.1","21.1 - 34.1","26.3 - 28.7"
"301","Symptoms of Anxiety Disorder","By State","Alaska","Alaska","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.4","22.8","32.4","22.8 - 32.4","26.3 - 28.7"
"302","Symptoms of Anxiety Disorder","By State","Arizona","Arizona","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","34.2","29.2","39.4","29.2 - 39.4","31.6 - 38.3"
"303","Symptoms of Anxiety Disorder","By State","Arkansas","Arkansas","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.1","23.4","35.3","23.4 - 35.3","28.8 - 31.5"
"304","Symptoms of Anxiety Disorder","By State","California","California","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31.4","27.4","35.6","27.4 - 35.6","28.8 - 31.5"
"305","Symptoms of Anxiety Disorder","By State","Colorado","Colorado","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.7","23.4","36.8","23.4 - 36.8","28.8 - 31.5"
"306","Symptoms of Anxiety Disorder","By State","Connecticut","Connecticut","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.1","22.4","36.6","22.4 - 36.6","28.8 - 31.5"
"307","Symptoms of Anxiety Disorder","By State","Delaware","Delaware","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","24.9","19.7","30.8","19.7 - 30.8","20.3 - 26.2"
"308","Symptoms of Anxiety Disorder","By State","District of Columbia","District of Columbia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","36.2","28.6","44.5","28.6 - 44.5","31.6 - 38.3"
"309","Symptoms of Anxiety Disorder","By State","Florida","Florida","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.6","23.1","32.5","23.1 - 32.5","26.3 - 28.7"
"310","Symptoms of Anxiety Disorder","By State","Georgia","Georgia","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.5","24.2","35.4","24.2 - 35.4","28.8 - 31.5"
"311","Symptoms of Anxiety Disorder","By State","Hawaii","Hawaii","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","20.4","15.9","25.5","15.9 - 25.5","20.3 - 26.2"
"312","Symptoms of Anxiety Disorder","By State","Idaho","Idaho","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25","19.9","30.6","19.9 - 30.6","20.3 - 26.2"
"313","Symptoms of Anxiety Disorder","By State","Illinois","Illinois","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","35.7","30.6","41.1","30.6 - 41.1","31.6 - 38.3"
"314","Symptoms of Anxiety Disorder","By State","Indiana","Indiana","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","31.5","26.5","36.9","26.5 - 36.9","28.8 - 31.5"
"315","Symptoms of Anxiety Disorder","By State","Iowa","Iowa","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","20.3","15.5","25.9","15.5 - 25.9","20.3 - 26.2"
"316","Symptoms of Anxiety Disorder","By State","Kansas","Kansas","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.1","20","30.9","20.0 - 30.9","20.3 - 26.2"
"317","Symptoms of Anxiety Disorder","By State","Kentucky","Kentucky","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.6","24.6","35","24.6 - 35.0","28.8 - 31.5"
"318","Symptoms of Anxiety Disorder","By State","Louisiana","Louisiana","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","34.6","27.2","42.7","27.2 - 42.7","31.6 - 38.3"
"319","Symptoms of Anxiety Disorder","By State","Maine","Maine","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","28.9","22.7","35.7","22.7 - 35.7","28.8 - 31.5"
"320","Symptoms of Anxiety Disorder","By State","Maryland","Maryland","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","30.1","24.2","36.6","24.2 - 36.6","28.8 - 31.5"
"321","Symptoms of Anxiety Disorder","By State","Massachusetts","Massachusetts","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","28.7","24.5","33.3","24.5 - 33.3","26.3 - 28.7"
"322","Symptoms of Anxiety Disorder","By State","Michigan","Michigan","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27","22.4","32.1","22.4 - 32.1","26.3 - 28.7"
"323","Symptoms of Anxiety Disorder","By State","Minnesota","Minnesota","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","22.9","18.4","27.9","18.4 - 27.9","20.3 - 26.2"
"324","Symptoms of Anxiety Disorder","By State","Mississippi","Mississippi","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","38.3","30.9","46","30.9 - 46.0","31.6 - 38.3"
"325","Symptoms of Anxiety Disorder","By State","Missouri","Missouri","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","37.8","32.3","43.7","32.3 - 43.7","31.6 - 38.3"
"326","Symptoms of Anxiety Disorder","By State","Montana","Montana","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","24.9","18.1","32.8","18.1 - 32.8","20.3 - 26.2"
"327","Symptoms of Anxiety Disorder","By State","Nebraska","Nebraska","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.6","23.1","36.8","23.1 - 36.8","28.8 - 31.5"
"328","Symptoms of Anxiety Disorder","By State","Nevada","Nevada","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","34","28.3","40.2","28.3 - 40.2","31.6 - 38.3"
"329","Symptoms of Anxiety Disorder","By State","New Hampshire","New Hampshire","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","30.4","25.7","35.5","25.7 - 35.5","28.8 - 31.5"
"330","Symptoms of Anxiety Disorder","By State","New Jersey","New Jersey","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","36.3","29.9","43.2","29.9 - 43.2","31.6 - 38.3"
"331","Symptoms of Anxiety Disorder","By State","New Mexico","New Mexico","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","30.2","22.7","38.4","22.7 - 38.4","28.8 - 31.5"
"332","Symptoms of Anxiety Disorder","By State","New York","New York","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","33","27.7","38.5","27.7 - 38.5","31.6 - 38.3"
"333","Symptoms of Anxiety Disorder","By State","North Carolina","North Carolina","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.9","20.4","32","20.4 - 32.0","20.3 - 26.2"
"334","Symptoms of Anxiety Disorder","By State","North Dakota","North Dakota","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","25.4","18.8","33","18.8 - 33.0","20.3 - 26.2"
"335","Symptoms of Anxiety Disorder","By State","Ohio","Ohio","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.4","21.6","31.6","21.6 - 31.6","26.3 - 28.7"
"336","Symptoms of Anxiety Disorder","By State","Oklahoma","Oklahoma","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.2","20.7","34.6","20.7 - 34.6","26.3 - 28.7"
"337","Symptoms of Anxiety Disorder","By State","Oregon","Oregon","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.2","22.5","30.3","22.5 - 30.3","20.3 - 26.2"
"338","Symptoms of Anxiety Disorder","By State","Pennsylvania","Pennsylvania","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","28.4","23.7","33.5","23.7 - 33.5","26.3 - 28.7"
"339","Symptoms of Anxiety Disorder","By State","Rhode Island","Rhode Island","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.9","19.2","35.9","19.2 - 35.9","26.3 - 28.7"
"340","Symptoms of Anxiety Disorder","By State","South Carolina","South Carolina","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","27.9","23","33.3","23.0 - 33.3","26.3 - 28.7"
"341","Symptoms of Anxiety Disorder","By State","South Dakota","South Dakota","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","26.1","17.9","35.7","17.9 - 35.7","20.3 - 26.2"
"342","Symptoms of Anxiety Disorder","By State","Tennessee","Tennessee","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","29.6","23.4","36.5","23.4 - 36.5","28.8 - 31.5"
"343","Symptoms of Anxiety Disorder","By State","Texas","Texas","1","2","May 7 - May 12, 2020","2020-05-07T00:00:00.000","2020-05-12T00:00:00.000","32.4","28.2","36.9","28.2 - 36.9","31.6 - 38.3"
